game_number,epoch,episode,blue_win,red_win,reward,time,moves,log_probs
273,1,273,0,0,-255.0,2024-11-25 23:10:55,"11-16, 22-18, 16-20, 23-19, 8-11, 18-15, 11x18, 26-22, 3-8, 22x15, 9-13, 27-23, 20x27, 31x24, 7-11, 21-17, 13x22, 25x18, 12-16, 19x12x3, 10x19x26, 30x23, 6-9, 18-15, 11x18x27, 32x23, 4-8, 3x12, 1-6, 24-19, 9-13, 28-24, 6-9, 29-25, 13-17, 12-16, 17-21, 25-22, 2-7, 23-18, 21-25, 22-17, 9-13, 16-12, 13x22, 18-14, 7-10, 14x7, 22-26, 24-20, 25-29, 7-2, 26-31, 12-16, 31-27, 16-11, 29-25, 11-16, 25-22, 19-15, 5-9, 16-12, 22-18, 2-6, 18x11, 6x13, 11-15, 13-9, 15-19, 9-6, 27-32, 20-16, 19-24, 6-10, 24-27, 10-14, 27-31, 12-8, 31-27, 16-12, 27-31, 8-3, 32-28, 3-8, 28-32","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -1.9459101490553135, -2.1972245773362196, 0.0, -1.9459101490553135, -2.1972245773362196, 0.0, -1.791759469228055, -1.9459101490553135, 0.0, 0.0, -1.9459101490553135, -1.9459101490553135, -0.6931471805599453, 0.0, -1.791759469228055, 0.0, 0.0, 0.0, -1.9459101490553135, -2.1972245773362196, 0.0, 0.0, -1.791759469228055, 0.0, -1.6094379124341003, -1.9459101490553135, -1.3862943611198906, -1.9459101490553135, -1.6094379124341003, -1.9459101490553135, -1.3862943611198906, -2.0794415416798357, -1.791759469228055, -1.9459101490553135, -1.6094379124341003, -2.0794415416798357, -1.6094379124341003, -2.0794415416798357, -1.791759469228055, -2.0794415416798357, 0.0, -1.9459101490553135, -1.791759469228055, 0.0, -1.3862943611198906, -1.9459101490553135, -1.6094379124341003, -1.9459101490553135, -1.3862943611198906, -1.9459101490553135, -1.3862943611198906, -1.6094379124341003, -1.791759469228055, -2.1972245773362196, -2.1972245773362196, -1.6094379124341003, -2.1972245773362196, -1.9459101490553135, -2.3025850929940455, -1.9459101490553135, 0.0, 0.0, -2.0794415416798357, -1.6094379124341003, -2.0794415416798357, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -1.6094379124341003, -1.791759469228055, -1.791759469228055, -1.791759469228055, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -2.3025850929940455, -1.3862943611198906, -1.9459101490553135, -1.3862943611198906, -1.9459101490553135, -1.3862943611198906"
274,1,274,0,0,-909.0,2024-11-25 23:10:55,"9-14, 24-20, 14-17, 21x14, 10x17, 22x13, 11-15, 28-24, 15-18, 23x14, 7-11, 14-10, 6x15, 27-23, 15-18, 23x14, 1-6, 26-23, 11-15, 14-9, 5x14, 32-27, 2-7, 23-19, 7-11, 19x10x1, 14-17, 25-22, 17x26, 31x22, 3-7, 22-17, 12-16, 1-5, 7-10, 5-9, 10-15, 29-25, 16-19, 25-22, 19x28, 9-6, 8-12, 17-14, 11-16, 20x11, 4-8, 11x4, 15-18, 22x15, 12-16, 4-8, 16-20, 27-24, 20x27, 14-9, 27-32, 15-11, 32-27, 9-5, 27-32, 6-2, 32-27, 8-3, 27-23, 2-7, 23-19, 13-9, 19-23, 30-26, 23x30, 7-2, 30-25, 11-7, 25-30, 3-8, 30-26, 9-6, 28-32, 8-12, 32-28, 12-16, 26-31, 5-1, 31-26, 1-5","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, -1.9459101490553135, -2.1972245773362196, -2.1972245773362196, 0.0, -1.9459101490553135, -2.3978952727983707, 0.0, -2.1972245773362196, -2.1972245773362196, 0.0, -2.0794415416798357, -2.4849066497880004, -2.0794415416798357, -2.639057329615259, 0.0, -2.4849066497880004, -2.3025850929940455, -2.1972245773362196, -2.1972245773362196, 0.0, -1.791759469228055, -2.3025850929940455, 0.0, -0.6931471805599453, -1.3862943611198906, -2.3978952727983707, -1.3862943611198906, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, -1.6094379124341003, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, 0.0, -2.3025850929940455, -1.6094379124341003, -2.4849066497880004, -1.791759469228055, 0.0, -1.6094379124341003, 0.0, -1.3862943611198906, 0.0, -0.6931471805599453, -2.639057329615259, -1.0986122886681098, -2.833213344056216, 0.0, -2.70805020110221, -1.0986122886681098, -2.4849066497880004, 0.0, -2.3025850929940455, -1.6094379124341003, -2.4849066497880004, 0.0, -2.3025850929940455, -1.6094379124341003, -2.3025850929940455, -1.6094379124341003, -2.0794415416798357, -1.6094379124341003, -2.0794415416798357, 0.0, -1.791759469228055, -1.0986122886681098, -2.0794415416798357, -1.6094379124341003, -1.3862943611198906, -1.0986122886681098, -2.0794415416798357, -1.6094379124341003, -1.9459101490553135, -1.791759469228055, -1.6094379124341003, -1.791759469228055, -1.9459101490553135, -1.3862943611198906, -1.791759469228055"
275,1,275,1,0,-64.0,2024-11-25 23:10:55,"11-16, 24-19, 16-20, 22-17, 20-24, 27x20, 9-14, 31-27, 6-9, 27-24, 8-11, 19-16, 12x19, 24x15x6, 1x10, 23-19, 9-13, 19-16, 13x22x31, 25-22, 14-18, 22x15x6, 2x9, 30-25, 31-26, 21-17, 9-13, 16-12, 13x22, 25x18, 26-22, 18-15, 11x18, 20-16, 4-8, 29-25, 22x29, 16-11, 7x16, 32-27, 18-23, 27x18, 5-9, 18-14, 9x18, 28-24, 16-19, 24x15, 3-7, 12x3x10, 18-22, 10-7, 22-26, 7-3, 26-30, 3-8, 29-25, 8-12, 25-21, 15-10, 21-25, 10-6, 25-29, 6-2, 30-26, 12-16, 26-30, 2-7, 30-26, 16-20, 26-31, 20-16, 31-27, 7-10, 27-24, 10-7, 24-20, 7-3, 20x11, 3-7, 11x2","-1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, 0.0, -1.9459101490553135, -2.3025850929940455, -1.9459101490553135, -2.1972245773362196, -2.0794415416798357, -2.0794415416798357, 0.0, -1.0986122886681098, 0.0, -2.0794415416798357, -2.0794415416798357, -2.0794415416798357, 0.0, -1.791759469228055, -2.3025850929940455, -0.6931471805599453, 0.0, -1.9459101490553135, -2.0794415416798357, -1.6094379124341003, -2.3025850929940455, -1.791759469228055, 0.0, 0.0, -2.3025850929940455, -1.9459101490553135, 0.0, -1.6094379124341003, -2.1972245773362196, -1.3862943611198906, 0.0, -1.0986122886681098, -0.6931471805599453, -0.6931471805599453, -2.0794415416798357, 0.0, -1.791759469228055, -1.0986122886681098, 0.0, 0.0, -1.9459101490553135, 0.0, -1.6094379124341003, 0.0, -1.0986122886681098, -1.3862943611198906, -1.0986122886681098, -1.791759469228055, -1.0986122886681098, -1.3862943611198906, -1.0986122886681098, -1.791759469228055, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -1.6094379124341003, -1.791759469228055, -1.0986122886681098, -2.0794415416798357, -1.6094379124341003, -1.791759469228055, -1.0986122886681098, -2.0794415416798357, -1.6094379124341003, -2.0794415416798357, -1.6094379124341003, -1.9459101490553135, 0.0, -0.6931471805599453, 0.0"
276,1,276,0,1,51.0,2024-11-25 23:10:56,"10-15, 21-17, 7-10, 22-18, 15x22, 25x18, 11-16, 17-14, 10x17, 23-19, 16x23, 26x19, 3-7, 30-25, 7-10, 18-15, 2-7, 25-22, 17x26, 31x22, 10-14, 24-20, 14-18, 28-24, 18x25, 29x22, 9-13, 20-16, 6-10, 15x6, 1x10, 32-28, 10-15, 19x10x3, 12x19, 24x15, 8-12, 27-23, 13-17, 22x13, 12-16, 23-18, 4-8, 3x12x19, 5-9, 13x6","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, 0.0, 0.0, -2.1972245773362196, -2.3025850929940455, 0.0, -2.0794415416798357, 0.0, 0.0, -2.1972245773362196, -2.3025850929940455, -2.1972245773362196, -2.1972245773362196, -2.0794415416798357, -1.9459101490553135, 0.0, 0.0, -1.791759469228055, -2.0794415416798357, -2.0794415416798357, -2.1972245773362196, 0.0, 0.0, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, 0.0, 0.0, -1.9459101490553135, -1.791759469228055, 0.0, 0.0, -0.6931471805599453, -1.3862943611198906, -2.1972245773362196, -1.3862943611198906, 0.0, -1.0986122886681098, -2.0794415416798357, -1.3862943611198906, 0.0, 0.0, 0.0"
277,1,277,1,0,-153.0,2024-11-25 23:10:56,"11-16, 22-17, 16-19, 24x15, 10x19, 23x16, 12x19, 26-22, 19-23, 27x18, 9-13, 32-27, 7-11, 18-14, 11-16, 31-26, 16-19, 26-23, 19x26, 30x23, 3-7, 22-18, 13x22, 14-9, 5x14, 18x9, 6x13, 25x18, 7-11, 23-19, 2-7, 27-24, 1-5, 21-17, 13x22, 19-16, 11x20x27, 28-24, 7-11, 24-20, 22-25, 29x22, 27-32, 18-15, 11x18x25, 20-16, 32-27, 16-11, 8x15","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, 0.0, -2.0794415416798357, -2.1972245773362196, 0.0, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -2.0794415416798357, -2.1972245773362196, -1.9459101490553135, 0.0, 0.0, -1.9459101490553135, -1.9459101490553135, 0.0, -1.9459101490553135, -0.6931471805599453, 0.0, 0.0, 0.0, -2.0794415416798357, -1.9459101490553135, -2.0794415416798357, -2.1972245773362196, -1.9459101490553135, -1.9459101490553135, 0.0, -1.791759469228055, 0.0, -1.3862943611198906, -2.1972245773362196, -1.6094379124341003, -2.0794415416798357, 0.0, -1.791759469228055, -1.3862943611198906, 0.0, 0.0, -1.9459101490553135, -0.6931471805599453, 0.0"
278,1,278,0,1,28.0,2024-11-25 23:10:56,"9-14, 24-19, 5-9, 27-24, 14-17, 21x14x5, 11-15, 24-20, 15x24, 28x19, 8-11, 32-27, 4-8, 22-18, 6-9, 25-22, 11-15, 18x11x4, 12-16, 19x12, 9-13, 29-25, 10-15, 27-24, 1-6, 20-16, 7-10, 16-11, 2-7, 11x2x9, 10-14, 9x18x11, 3-8, 12x3, 13-17, 22x13","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, -1.791759469228055, -2.0794415416798357, 0.0, 0.0, -1.791759469228055, -2.3025850929940455, -2.0794415416798357, -2.0794415416798357, -1.791759469228055, -2.1972245773362196, -2.1972245773362196, 0.0, -2.1972245773362196, -0.6931471805599453, -2.0794415416798357, -2.3025850929940455, -1.9459101490553135, -2.1972245773362196, -2.0794415416798357, -2.3978952727983707, -2.0794415416798357, -2.4849066497880004, -2.0794415416798357, 0.0, -1.791759469228055, 0.0, -1.0986122886681098, 0.0, 0.0, 0.0"
279,1,279,1,0,-14.0,2024-11-25 23:10:56,"9-13, 23-18, 12-16, 26-23, 16-20, 24-19, 10-15, 19x10, 6x15, 21-17, 2-6, 30-26, 20-24, 27x20, 5-9, 18-14, 9x18x27, 31x24, 7-10, 20-16, 11x20x27, 32x23, 8-12, 17-14, 10x17, 23-19, 15x24, 28x19, 1-5, 22-18, 6-9, 19-15, 17-22, 26x17, 13x22, 18-14, 9x18, 15-11, 18-23, 25x18, 3-8, 29-25, 8x15x22x29","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -2.1972245773362196, -2.0794415416798357, -2.1972245773362196, 0.0, -0.6931471805599453, -2.0794415416798357, -2.0794415416798357, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, -1.9459101490553135, -2.0794415416798357, 0.0, -0.6931471805599453, -2.0794415416798357, -1.9459101490553135, 0.0, 0.0, -2.0794415416798357, -1.791759469228055, 0.0, -1.6094379124341003, 0.0, 0.0, -2.0794415416798357, -1.6094379124341003, -2.1972245773362196, -2.0794415416798357, -1.9459101490553135, 0.0, 0.0, -1.3862943611198906, 0.0, -1.0986122886681098, -1.9459101490553135, 0.0, -1.9459101490553135, -1.3862943611198906, 0.0"
280,1,280,0,1,-81.0,2024-11-25 23:10:57,"11-16, 21-17, 16-20, 23-18, 7-11, 18-15, 11x18, 22x15, 10x19, 24x15, 20-24, 27x20, 6-10, 15x6, 1x10, 25-22, 8-11, 28-24, 11-16, 20x11, 4-8, 11x4, 2-6, 4-8, 12-16, 29-25, 3x12, 32-28, 10-14, 17x10x1, 16-20, 22-18, 20x27, 31x24, 12-16, 18-15, 9-13, 15-11, 16-19, 24x15, 13-17, 26-22, 17x26, 30x23, 5-9, 11-8, 9-13, 25-22, 13-17, 22x13","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, 0.0, -2.0794415416798357, -0.6931471805599453, -1.9459101490553135, 0.0, 0.0, -2.3025850929940455, -2.1972245773362196, -2.3025850929940455, -2.4849066497880004, 0.0, -2.3025850929940455, 0.0, -2.1972245773362196, -2.4849066497880004, -1.791759469228055, -2.639057329615259, 0.0, -2.3025850929940455, -1.791759469228055, 0.0, -1.3862943611198906, -1.9459101490553135, 0.0, 0.0, -1.0986122886681098, -2.1972245773362196, -1.3862943611198906, -2.1972245773362196, -1.3862943611198906, 0.0, -0.6931471805599453, -2.1972245773362196, 0.0, 0.0, 0.0, -2.3025850929940455, -0.6931471805599453, -2.3978952727983707, 0.0, 0.0"
281,1,281,1,0,-83.0,2024-11-25 23:10:57,"9-13, 23-19, 10-14, 19-16, 12x19, 24x15, 11x18, 22x15, 8-11, 15x8, 3x12, 21-17, 14x21, 26-23, 7-11, 23-19, 6-10, 31-26, 2-6, 19-16, 11x20, 25-22, 4-8, 22-17, 13x22x31x24, 28x19, 5-9, 30-26, 9-13, 32-27, 8-11, 19-15, 11x18, 26-22, 18x25, 29x22, 6-9, 22-18, 1-5, 27-24, 20x27, 18-14, 9x18","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, 0.0, -2.3025850929940455, 0.0, -0.6931471805599453, -1.9459101490553135, -0.6931471805599453, -1.791759469228055, -2.0794415416798357, -1.9459101490553135, -2.1972245773362196, -2.0794415416798357, -2.3978952727983707, -2.0794415416798357, -0.6931471805599453, -1.791759469228055, -2.1972245773362196, -2.0794415416798357, 0.0, 0.0, -2.0794415416798357, -1.9459101490553135, -2.1972245773362196, -1.9459101490553135, -2.1972245773362196, -1.9459101490553135, -0.6931471805599453, -1.6094379124341003, 0.0, 0.0, -2.0794415416798357, -1.3862943611198906, -2.1972245773362196, -1.3862943611198906, 0.0, -0.6931471805599453, -0.6931471805599453"
282,1,282,0,0,-259.0,2024-11-25 23:10:57,"11-16, 23-18, 7-11, 24-20, 16-19, 22-17, 11-15, 18x11, 8x15, 20-16, 9-14, 27-23, 19-24, 28x19, 15x24, 25-22, 12x19, 23x16, 10-15, 17x10, 5-9, 32-27, 24-28, 21-17, 28-32, 16-12, 32x23, 26x19, 15x24, 17-13, 6x15, 13x6, 2x9, 22-18, 15x22, 30-25, 9-13, 25x18, 24-27, 31x24, 1-6, 18-15, 4-8, 24-20, 6-9, 20-16, 13-17, 15-11, 8x15, 29-25, 9-14, 25-21, 3-7, 12-8, 15-19, 16-12, 7-10, 8-3, 19-23, 3-8, 17-22, 8-11, 10-15, 11x18x25, 14-17, 21x14, 23-26, 14-10, 26-31, 10-6, 31-27, 25-29, 27-24, 29-25, 24-28, 25-21, 28-32, 21-25, 32-28","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -2.0794415416798357, -2.1972245773362196, -2.3978952727983707, 0.0, 0.0, -2.1972245773362196, -2.3025850929940455, -2.0794415416798357, -2.1972245773362196, 0.0, 0.0, -2.1972245773362196, 0.0, 0.0, -2.3025850929940455, 0.0, -2.3025850929940455, -2.4849066497880004, -2.3025850929940455, -2.3978952727983707, -2.3025850929940455, -2.3978952727983707, 0.0, 0.0, 0.0, -2.3025850929940455, 0.0, 0.0, -0.6931471805599453, -2.0794415416798357, 0.0, -1.791759469228055, -2.3025850929940455, 0.0, -2.0794415416798357, 0.0, -1.791759469228055, -1.791759469228055, -1.791759469228055, -1.6094379124341003, -1.6094379124341003, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, 0.0, -1.0986122886681098, -2.0794415416798357, -1.3862943611198906, -1.791759469228055, -0.6931471805599453, -1.791759469228055, -1.3862943611198906, -1.791759469228055, -0.6931471805599453, -1.6094379124341003, -1.0986122886681098, -1.6094379124341003, -1.3862943611198906, -1.9459101490553135, -1.0986122886681098, -1.3862943611198906, 0.0, -0.6931471805599453, -1.9459101490553135, -0.6931471805599453, -1.9459101490553135, -0.6931471805599453, -1.9459101490553135, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.9459101490553135, -0.6931471805599453, -1.6094379124341003, -0.6931471805599453"
283,1,283,0,0,-282.0,2024-11-25 23:10:57,"11-16, 21-17, 16-20, 25-21, 10-15, 22-18, 15x22, 24-19, 12-16, 19x12, 6-10, 30-25, 8-11, 25x18, 3-8, 12x3, 11-16, 17-14, 10x17, 21x14, 2-6, 3x10, 6x15x22, 26x17, 9x18, 23x14, 5-9, 14x5, 16-19, 27-23, 19x26, 31x22, 20-24, 28x19, 4-8, 32-28, 1-6, 29-25, 6-9, 28-24, 8-11, 19-15, 11x18, 22x15, 9-13, 24-20, 13x22x29, 15-10, 29-25, 10-7, 25-30, 5-1, 30-26, 1-5, 26-23, 7-3, 23-18, 20-16, 18-14, 3-7, 14-18, 5-1, 18-23, 1-6, 23-26, 6-1","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -1.9459101490553135, -2.0794415416798357, 0.0, -1.9459101490553135, -2.1972245773362196, 0.0, -2.0794415416798357, -2.0794415416798357, -2.1972245773362196, 0.0, -2.3978952727983707, 0.0, -2.3025850929940455, -2.3025850929940455, 0.0, -0.6931471805599453, -2.0794415416798357, 0.0, 0.0, 0.0, 0.0, 0.0, -1.6094379124341003, 0.0, -1.3862943611198906, -1.9459101490553135, 0.0, 0.0, -1.0986122886681098, 0.0, -0.6931471805599453, -2.0794415416798357, -1.0986122886681098, -2.0794415416798357, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906, -2.0794415416798357, 0.0, 0.0, -0.6931471805599453, -2.0794415416798357, 0.0, -1.3862943611198906, 0.0, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -0.6931471805599453, -1.6094379124341003, -1.3862943611198906, -1.6094379124341003, -1.3862943611198906, -1.6094379124341003, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906, -2.0794415416798357, -1.3862943611198906, -2.3025850929940455"
284,1,284,0,0,-229.0,2024-11-25 23:10:57,"9-13, 23-19, 5-9, 19-16, 12x19, 24x15, 10x19, 28-24, 19x28, 26-23, 1-5, 31-26, 6-10, 23-19, 13-17, 21x14, 10x17, 22x13x6, 2x9, 25-21, 11-15, 19x10, 7x14, 21-17, 14x21, 26-23, 8-11, 23-19, 21-25, 29x22, 3-8, 30-26, 9-13, 27-23, 11-16, 19x12x3, 5-9, 3-7, 13-17, 22x13x6, 4-8, 23-18, 8-11, 7x16","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, 0.0, -0.6931471805599453, -1.9459101490553135, 0.0, -1.791759469228055, -2.0794415416798357, -2.0794415416798357, -1.9459101490553135, -1.791759469228055, -2.0794415416798357, -0.6931471805599453, -0.6931471805599453, 0.0, 0.0, -2.0794415416798357, -1.791759469228055, 0.0, 0.0, -1.9459101490553135, 0.0, -1.791759469228055, -1.791759469228055, -1.791759469228055, -2.0794415416798357, -0.6931471805599453, -1.9459101490553135, -2.0794415416798357, -1.6094379124341003, -1.9459101490553135, -1.6094379124341003, 0.0, -1.0986122886681098, -1.9459101490553135, -1.0986122886681098, 0.0, 0.0, -2.3025850929940455, -0.6931471805599453, 0.0, 1"
285,1,285,0,0,-520.0,2024-11-25 23:10:58,"11-15, 22-18, 15x22, 26x17, 9-14, 23-19, 14-18, 17-13, 7-11, 19-16, 12x19, 24x15, 10x19, 30-26, 2-7, 26-23, 19x26, 31x22x15, 11x18, 27-23, 18x27, 32x23, 5-9, 23-19, 7-10, 19-15, 10x19, 25-22, 19-23, 21-17, 1-5, 22-18, 9-14, 17x10x1, 5-9, 13x6, 3-7, 1-5, 23-27, 5-1, 7-10, 18-14, 10x17, 6-2, 8-11, 29-25, 11-16, 28-24, 16-20, 25-21, 27-32, 21x14, 20x27, 2-7, 4-8, 1-5, 32-28, 7-11, 8x15, 5-9, 28-32, 9-5, 15-19, 5-9, 32-28","-1.9459101490553135, -1.9459101490553135, 0.0, -0.6931471805599453, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -2.1972245773362196, -2.1972245773362196, -2.1972245773362196, -0.6931471805599453, 0.0, 0.0, -2.0794415416798357, -2.4849066497880004, -2.0794415416798357, 0.0, 0.0, 0.0, -1.791759469228055, 0.0, 0.0, -1.9459101490553135, -1.6094379124341003, -1.9459101490553135, -1.6094379124341003, 0.0, -1.0986122886681098, -2.0794415416798357, -1.6094379124341003, -2.0794415416798357, -1.3862943611198906, -1.9459101490553135, -0.6931471805599453, -1.791759469228055, 0.0, -1.6094379124341003, -1.791759469228055, -1.791759469228055, -2.0794415416798357, -1.791759469228055, -1.791759469228055, 0.0, -1.3862943611198906, -1.791759469228055, -1.791759469228055, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.9459101490553135, -1.3862943611198906, 0.0, 0.0, -1.791759469228055, -1.0986122886681098, -2.0794415416798357, -1.3862943611198906, -2.0794415416798357, 0.0, -1.3862943611198906, -1.791759469228055, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906"
286,1,286,1,0,-110.0,2024-11-25 23:10:58,"11-16, 23-18, 9-14, 18x9, 5x14, 24-20, 8-11, 27-23, 11-15, 20x11, 7x16, 28-24, 16-19, 23x16, 12x19x28, 26-23, 15-18, 22x15, 10x19x26, 30x23, 6-9, 31-27, 9-13, 21-17, 14x21x30, 27-24, 2-6, 32-27, 30-25, 29x22, 3-8, 23-18, 8-11, 18-15, 11x18x25, 27-23, 6-9, 23-19, 9-14, 24-20, 14-18, 19-15, 1-6, 15-11, 28-32, 11-8, 4x11, 20-16, 11x20","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, 0.0, -0.6931471805599453, -1.9459101490553135, -2.0794415416798357, -1.9459101490553135, -2.1972245773362196, 0.0, 0.0, -2.0794415416798357, -2.4849066497880004, 0.0, 0.0, -1.791759469228055, -2.3025850929940455, 0.0, 0.0, -0.6931471805599453, -2.1972245773362196, -1.9459101490553135, -2.3025850929940455, -1.6094379124341003, -0.6931471805599453, -1.3862943611198906, -2.3025850929940455, -1.791759469228055, -2.3025850929940455, 0.0, -2.0794415416798357, -1.791759469228055, -1.9459101490553135, -1.791759469228055, 0.0, -1.0986122886681098, -2.0794415416798357, -1.3862943611198906, -2.0794415416798357, -1.0986122886681098, -2.1972245773362196, -1.0986122886681098, -2.1972245773362196, -1.0986122886681098, -2.1972245773362196, -1.0986122886681098, 0.0, 0.0, 0.0"
287,1,287,0,1,-103.0,2024-11-25 23:10:58,"11-16, 22-18, 8-11, 18-14, 10x17, 21x14, 9x18, 23x14, 6-9, 27-23, 9x18x27, 32x23, 16-19, 24x15x8, 4x11, 23-19, 5-9, 25-22, 7-10, 28-24, 11-15, 29-25, 2-6, 31-27, 12-16, 19x12, 3-7, 26-23, 10-14, 23-18, 14x23x32, 12-8, 9-14, 30-26, 32-27, 8-3, 27x20, 3x10x19, 14-18, 22x15, 6-9, 19-24, 20x27, 25-21, 9-13, 26-22, 13-17, 21x14, 27-32, 14-10, 32-28, 10-7, 28-24, 22-17, 24-19, 15-10, 19-23, 10-6, 1x10, 17-14, 10x17, 7-3, 23-26, 3-8, 26-30, 8-11, 17-21, 11-16, 30-25, 16-19, 25-22, 19-15, 22-18, 15x22, 21-25, 22x29","-1.9459101490553135, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -0.6931471805599453, 0.0, 0.0, 0.0, -2.1972245773362196, -2.0794415416798357, 0.0, 0.0, -2.1972245773362196, -0.6931471805599453, 0.0, -1.9459101490553135, -2.0794415416798357, -2.0794415416798357, -2.3025850929940455, -2.1972245773362196, -2.5649493574615367, -2.0794415416798357, -2.3978952727983707, -1.9459101490553135, -2.0794415416798357, 0.0, -2.0794415416798357, -2.0794415416798357, -1.9459101490553135, -2.1972245773362196, 0.0, -1.9459101490553135, -2.3025850929940455, -2.0794415416798357, -2.3978952727983707, -2.0794415416798357, 0.0, -0.6931471805599453, -1.9459101490553135, 0.0, -1.6094379124341003, -2.1972245773362196, 0.0, -1.791759469228055, -2.0794415416798357, -1.6094379124341003, -1.9459101490553135, -0.6931471805599453, -1.791759469228055, -1.791759469228055, -1.3862943611198906, -1.6094379124341003, -1.3862943611198906, -1.791759469228055, -1.791759469228055, -1.791759469228055, -1.791759469228055, -1.6094379124341003, 0.0, -1.3862943611198906, 0.0, -0.6931471805599453, -1.791759469228055, -0.6931471805599453, -1.791759469228055, -1.3862943611198906, -1.3862943611198906, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -1.0986122886681098, -1.3862943611198906, -1.6094379124341003, 0.0, 0.0, 0.0"
